time_index,maturity_i,maturity_j,covariance
249,1 Mo,30 Yr,0.0003278217013630598
249,2 Mo,1 Mo,0.004098103290877871
249,2 Mo,2 Mo,0.004463943820308853
249,2 Mo,3 Mo,0.004244541460820757
249,2 Mo,4 Mo,0.004275755324589574
249,2 Mo,6 Mo,0.004483730007255886
249,2 Mo,1 Yr,0.004032304894791012
249,2 Mo,2 Yr,0.003259728981472429
249,2 Mo,3 Yr,0.002651098958303704
249,2 Mo,5 Yr,0.0018569361781312869
249,2 Mo,7 Yr,0.0015157208596630915
249,2 Mo,10 Yr,0.001184312549435539
249,2 Mo,20 Yr,0.00101364758867085
249,2 Mo,30 Yr,0.000640215953985556
249,3 Mo,1 Mo,0.004191596905904772
249,3 Mo,2 Mo,0.004244541460820757
249,3 Mo,3 Mo,0.005041563879735753
249,3 Mo,4 Mo,0.004649513499272353
249,3 Mo,6 Mo,0.005295055178238248
249,3 Mo,1 Yr,0.0053017364421582055
249,3 Mo,2 Yr,0.004645029639262024
249,3 Mo,3 Yr,0.003918980287797152
249,3 Mo,5 Yr,0.003067970206545811
249,3 Mo,7 Yr,0.002598443429949833
249,3 Mo,10 Yr,0.0021606291386943657
249,3 Mo,20 Yr,0.0018396868851871212
249,3 Mo,30 Yr,0.0014862096147359308
249,4 Mo,1 Mo,0.0038816978316586624
249,4 Mo,2 Mo,0.004275755324589574
249,4 Mo,3 Mo,0.004649513499272353
249,4 Mo,4 Mo,0.005344420045189322
249,4 Mo,6 Mo,0.005878465953522206
249,4 Mo,1 Yr,0.006291486197276134
249,4 Mo,2 Yr,0.005901272682950469
249,4 Mo,3 Yr,0.005323913504507639
249,4 Mo,5 Yr,0.004386358626516319
249,4 Mo,7 Yr,0.0039237207702051595
249,4 Mo,10 Yr,0.0033431614662451344
249,4 Mo,20 Yr,0.002805503866417007
249,4 Mo,30 Yr,0.0024420095402673874
249,6 Mo,1 Mo,0.004128050068106707
249,6 Mo,2 Mo,0.004483730007255886
249,6 Mo,3 Mo,0.005295055178238248
249,6 Mo,4 Mo,0.005878465953522206
249,6 Mo,6 Mo,0.007500897622125029
249,6 Mo,1 Yr,0.009083320692683727
249,6 Mo,2 Yr,0.009285427442058966
249,6 Mo,3 Yr,0.00861882405915298
249,6 Mo,5 Yr,0.007375826568119852
249,6 Mo,7 Yr,0.006664136275301322
249,6 Mo,10 Yr,0.0057347212811433325
249,6 Mo,20 Yr,0.004812628129085948
249,6 Mo,30 Yr,0.004345507355778177
249,1 Yr,1 Mo,0.0034260249722355366
249,1 Yr,2 Mo,0.004032304894791011
249,1 Yr,3 Mo,0.0053017364421582055
249,1 Yr,4 Mo,0.006291486197276133
249,1 Yr,6 Mo,0.009083320692683727
249,1 Yr,1 Yr,0.014795659034135381
249,1 Yr,2 Yr,0.017212569760635506
249,1 Yr,3 Yr,0.016869176961799244
249,1 Yr,5 Yr,0.015429357219620958
249,1 Yr,7 Yr,0.01438185458096295
249,1 Yr,10 Yr,0.012825384964073067
249,1 Yr,20 Yr,0.011193661645991735
249,1 Yr,30 Yr,0.010600395952282416
249,2 Yr,1 Mo,0.002433239613831779
249,2 Yr,2 Mo,0.003259728981472429
249,2 Yr,3 Mo,0.0046450296392620246
249,2 Yr,4 Mo,0.005901272682950469
249,2 Yr,6 Mo,0.009285427442058966
249,2 Yr,1 Yr,0.017212569760635506
249,2 Yr,2 Yr,0.022042372697499566
249,2 Yr,3 Yr,0.021984568534798084
249,2 Yr,5 Yr,0.020771893200480746
249,2 Yr,7 Yr,0.019507961347972697
249,2 Yr,10 Yr,0.01756497704490217
249,2 Yr,20 Yr,0.015448430162418517
249,2 Yr,30 Yr,0.014816546290669327
249,3 Yr,1 Mo,0.001898021167000888
249,3 Yr,2 Mo,0.002651098958303704
249,3 Yr,3 Mo,0.003918980287797152
249,3 Yr,4 Mo,0.00532391350450764
249,3 Yr,6 Mo,0.00861882405915298
249,3 Yr,1 Yr,0.016869176961799244
249,3 Yr,2 Yr,0.021984568534798087
249,3 Yr,3 Yr,0.022919350411289847
249,3 Yr,5 Yr,0.022085476836458735
249,3 Yr,7 Yr,0.021100167266325017
249,3 Yr,10 Yr,0.019347128372533027
249,3 Yr,20 Yr,0.017318446904910977
249,3 Yr,30 Yr,0.01681968975567357
249,5 Yr,1 Mo,0.0011813373275053956
249,5 Yr,2 Mo,0.001856936178131287
249,5 Yr,3 Mo,0.003067970206545811
249,5 Yr,4 Mo,0.004386358626516319
249,5 Yr,6 Mo,0.007375826568119852
249,5 Yr,1 Yr,0.015429357219620958
249,5 Yr,2 Yr,0.02077189320048075
249,5 Yr,3 Yr,0.022085476836458735
249,5 Yr,5 Yr,0.02215272647558397
249,5 Yr,7 Yr,0.021468192198338773
249,5 Yr,10 Yr,0.02002759957265267
249,5 Yr,20 Yr,0.018327548901149415
249,5 Yr,30 Yr,0.01798958922860454
249,7 Yr,1 Mo,0.0008706096065035995
249,7 Yr,2 Mo,0.0015157208596630913
249,7 Yr,3 Mo,0.002598443429949833
249,7 Yr,4 Mo,0.003923720770205159
249,7 Yr,6 Mo,0.006664136275301321
249,7 Yr,1 Yr,0.014381854580962949
249,7 Yr,2 Yr,0.019507961347972697
249,7 Yr,3 Yr,0.021100167266325014
249,7 Yr,5 Yr,0.02146819219833877
249,7 Yr,7 Yr,0.021099045693696195
249,7 Yr,10 Yr,0.01987380442284381
249,7 Yr,20 Yr,0.01840927058911487
249,7 Yr,30 Yr,0.018167076194909267
249,10 Yr,1 Mo,0.0006766945346737313
249,10 Yr,2 Mo,0.0011843125494355395
249,10 Yr,3 Mo,0.002160629138694366
249,10 Yr,4 Mo,0.0033431614662451344
249,10 Yr,6 Mo,0.005734721281143333
249,10 Yr,1 Yr,0.012825384964073068
249,10 Yr,2 Yr,0.01756497704490217
249,10 Yr,3 Yr,0.019347128372533023
249,10 Yr,5 Yr,0.02002759957265267
249,10 Yr,7 Yr,0.019873804422843814
249,10 Yr,10 Yr,0.019037714565716065
249,10 Yr,20 Yr,0.017905650257742576
249,10 Yr,30 Yr,0.017789341146917638
249,20 Yr,1 Mo,0.0006815064405107376
249,20 Yr,2 Mo,0.00101364758867085
249,20 Yr,3 Mo,0.0018396868851871214
249,20 Yr,4 Mo,0.002805503866417007
249,20 Yr,6 Mo,0.004812628129085948
249,20 Yr,1 Yr,0.011193661645991735
249,20 Yr,2 Yr,0.015448430162418517
249,20 Yr,3 Yr,0.017318446904910977
249,20 Yr,5 Yr,0.018327548901149415
249,20 Yr,7 Yr,0.01840927058911487
249,20 Yr,10 Yr,0.017905650257742576
249,20 Yr,20 Yr,0.017314962561389792
249,20 Yr,30 Yr,0.0172264735145457
249,30 Yr,1 Mo,0.0003278217013630599
249,30 Yr,2 Mo,0.0006402159539855562
249,30 Yr,3 Mo,0.0014862096147359308
249,30 Yr,4 Mo,0.002442009540267388
249,30 Yr,6 Mo,0.004345507355778176
249,30 Yr,1 Yr,0.010600395952282418
249,30 Yr,2 Yr,0.014816546290669327
249,30 Yr,3 Yr,0.01681968975567357
249,30 Yr,5 Yr,0.01798958922860454
249,30 Yr,7 Yr,0.018167076194909267
249,30 Yr,10 Yr,0.017789341146917638
249,30 Yr,20 Yr,0.0172264735145457
249,30 Yr,30 Yr,0.017331177939694468
250,1 Mo,1 Mo,0.0050045351860369585
250,1 Mo,2 Mo,0.004117537852435211
250,1 Mo,3 Mo,0.00420563961554367
250,1 Mo,4 Mo,0.0038896754698065908
250,1 Mo,6 Mo,0.0041259175724637125
250,1 Mo,1 Yr,0.0033994042900076
250,1 Mo,2 Yr,0.002382355023334399
250,1 Mo,3 Yr,0.0018298439282526469
250,1 Mo,5 Yr,0.0011034502715280739
250,1 Mo,7 Yr,0.000786901301910548
250,1 Mo,10 Yr,0.0005955693539621973
250,1 Mo,20 Yr,0.0006031918199852903
250,1 Mo,30 Yr,0.0002504169886662532
250,2 Mo,1 Mo,0.004117537852435211
250,2 Mo,2 Mo,0.004479787506056399
250,2 Mo,3 Mo,0.0042566822698337425
250,2 Mo,4 Mo,0.0042827486343424365
250,2 Mo,6 Mo,0.004481839281431876
250,2 Mo,1 Yr,0.004009856119378914
250,2 Mo,2 Yr,0.003221716198698008
250,2 Mo,3 Yr,0.0026063829061374823
250,2 Mo,5 Yr,0.0018128984248988761
250,2 Mo,7 Yr,0.0014697964420707901
250,2 Mo,10 Yr,0.0011424955379682473
250,2 Mo,20 Yr,0.0009745923718077736
250,2 Mo,30 Yr,0.0006016129224785594
250,3 Mo,1 Mo,0.00420563961554367
250,3 Mo,2 Mo,0.0042566822698337425
250,3 Mo,3 Mo,0.005050591199438617
250,3 Mo,4 Mo,0.004654677266111094
250,3 Mo,6 Mo,0.005293667002836143
250,3 Mo,1 Yr,0.005284831777100511
250,3 Mo,2 Yr,0.004614518311378891
250,3 Mo,3 Yr,0.003880386061478563
250,3 Mo,5 Yr,0.0030264714167913985
250,3 Mo,7 Yr,0.0025543597318772853
250,3 Mo,10 Yr,0.0021188953630690965
250,3 Mo,20 Yr,0.001799881950280011
250,3 Mo,30 Yr,0.0014468665761984752
250,4 Mo,1 Mo,0.003889675469806591
250,4 Mo,2 Mo,0.0042827486343424365
250,4 Mo,3 Mo,0.004654677266111094
250,4 Mo,4 Mo,0.00534736892853294
250,4 Mo,6 Mo,0.005877674279647965
250,4 Mo,1 Yr,0.006281787762709029
250,4 Mo,2 Yr,0.00588351671303071
250,4 Mo,3 Yr,0.005301116096121693
250,4 Mo,5 Yr,0.004361440027353589
250,4 Mo,7 Yr,0.003897164145430872
250,4 Mo,10 Yr,0.0033178540704146236
250,4 Mo,20 Yr,0.0027812829804758146
250,4 Mo,30 Yr,0.002418069814838109
250,6 Mo,1 Mo,0.004125917572463713
250,6 Mo,2 Mo,0.004481839281431876
250,6 Mo,3 Mo,0.005293667002836144
250,6 Mo,4 Mo,0.005877674279647966
250,6 Mo,6 Mo,0.007501109922002163
250,6 Mo,1 Yr,0.009085934253674391
250,6 Mo,2 Yr,0.009290267612091821
250,6 Mo,3 Yr,0.008625111689023177
250,6 Mo,5 Yr,0.007382785835840731
250,6 Mo,7 Yr,0.006671571054281625
250,6 Mo,10 Yr,0.005741841174756192
250,6 Mo,20 Yr,0.004819459645350007
250,6 Mo,30 Yr,0.0043522595495153775
250,1 Yr,1 Mo,0.0033994042900076
250,1 Yr,2 Mo,0.004009856119378914
250,1 Yr,3 Mo,0.005284831777100511
250,1 Yr,4 Mo,0.006281787762709029
250,1 Yr,6 Mo,0.009085934253674391
250,1 Yr,1 Yr,0.014827145772501939
250,1 Yr,2 Yr,0.01726792012741237
250,1 Yr,3 Yr,0.01693720104563838
250,1 Yr,5 Yr,0.015500111469402967
250,1 Yr,7 Yr,0.014456510003042091
250,1 Yr,10 Yr,0.012895080331222377
250,1 Yr,20 Yr,0.011259645951063647
250,1 Yr,30 Yr,0.01066561517318167
250,2 Yr,1 Mo,0.0023823550233343987
250,2 Yr,2 Mo,0.003221716198698008
250,2 Yr,3 Mo,0.004614518311378891
250,2 Yr,4 Mo,0.00588351671303071
250,2 Yr,6 Mo,0.009290267612091821
250,2 Yr,1 Yr,0.01726792012741237
250,2 Yr,2 Yr,0.022126648694718462
250,2 Yr,3 Yr,0.022070169093573365
250,2 Yr,5 Yr,0.020838713503045253
250,2 Yr,7 Yr,0.019573601925223023
250,2 Yr,10 Yr,0.017616768067362815
250,2 Yr,20 Yr,0.015492655841759854
250,2 Yr,30 Yr,0.014860265083389054
250,3 Yr,1 Mo,0.0018298439282526469
250,3 Yr,2 Mo,0.0026063829061374827
250,3 Yr,3 Mo,0.0038803860614785627
250,3 Yr,4 Mo,0.005301116096121693
250,3 Yr,6 Mo,0.008625111689023177
250,3 Yr,1 Yr,0.01693720104563838
250,3 Yr,2 Yr,0.022070169093573365
250,3 Yr,3 Yr,0.022977663131745273
250,3 Yr,5 Yr,0.022088170996362164
250,3 Yr,7 Yr,0.021090320304850144
250,3 Yr,10 Yr,0.019313181243836935
250,3 Yr,20 Yr,0.017273764723967425
250,3 Yr,30 Yr,0.016775541074231896
250,5 Yr,1 Mo,0.001103450271528074
250,5 Yr,2 Mo,0.0018128984248988766
250,5 Yr,3 Mo,0.0030264714167913985
250,5 Yr,4 Mo,0.00436144002735359
250,5 Yr,6 Mo,0.007382785835840731
250,5 Yr,1 Yr,0.015500111469402968
250,5 Yr,2 Yr,0.020838713503045257
250,5 Yr,3 Yr,0.022088170996362164
250,5 Yr,5 Yr,0.02205734894360817
250,5 Yr,7 Yr,0.02134606012309405
250,5 Yr,10 Yr,0.01987164906035869
250,5 Yr,20 Yr,0.018158655625985783
250,5 Yr,30 Yr,0.017822680368716447
250,7 Yr,1 Mo,0.000786901301910548
250,7 Yr,2 Mo,0.0014697964420707906
250,7 Yr,3 Mo,0.0025543597318772853
250,7 Yr,4 Mo,0.0038971641454308725
250,7 Yr,6 Mo,0.006671571054281625
250,7 Yr,1 Yr,0.014456510003042093
250,7 Yr,2 Yr,0.019573601925223026
250,7 Yr,3 Yr,0.021090320304850144
250,7 Yr,5 Yr,0.02134606012309405
250,7 Yr,7 Yr,0.020945682194843843
250,7 Yr,10 Yr,0.01968284187716304
250,7 Yr,20 Yr,0.018204262627281885
250,7 Yr,30 Yr,0.017964475041769942
250,10 Yr,1 Mo,0.0005955693539621976
250,10 Yr,2 Mo,0.001142495537968248
250,10 Yr,3 Mo,0.0021188953630690965
250,10 Yr,4 Mo,0.003317854070414624
250,10 Yr,6 Mo,0.005741841174756192
250,10 Yr,1 Yr,0.012895080331222379
250,10 Yr,2 Yr,0.017616768067362815
250,10 Yr,3 Yr,0.019313181243836935
250,10 Yr,5 Yr,0.01987164906035869
250,10 Yr,7 Yr,0.01968284187716304
250,10 Yr,10 Yr,0.018807913456402925
250,10 Yr,20 Yr,0.0176619780010427
250,10 Yr,30 Yr,0.017548526336189675
250,20 Yr,1 Mo,0.0006031918199852904
250,20 Yr,2 Mo,0.0009745923718077741
250,20 Yr,3 Mo,0.0017998819502800109
250,20 Yr,4 Mo,0.0027812829804758155
250,20 Yr,6 Mo,0.004819459645350007
250,20 Yr,1 Yr,0.011259645951063648
250,20 Yr,2 Yr,0.015492655841759856
250,20 Yr,3 Yr,0.017273764723967428
250,20 Yr,5 Yr,0.018158655625985783
250,20 Yr,7 Yr,0.018204262627281885
250,20 Yr,10 Yr,0.0176619780010427
250,20 Yr,20 Yr,0.017057773231580156
250,20 Yr,30 Yr,0.016972298832877705
250,30 Yr,1 Mo,0.000250416988666253
250,30 Yr,2 Mo,0.0006016129224785595
250,30 Yr,3 Mo,0.001446866576198475
250,30 Yr,4 Mo,0.002418069814838109
250,30 Yr,6 Mo,0.0043522595495153775
250,30 Yr,1 Yr,0.010665615173181672
250,30 Yr,2 Yr,0.014860265083389055
250,30 Yr,3 Yr,0.016775541074231893
250,30 Yr,5 Yr,0.017822680368716443
250,30 Yr,7 Yr,0.01796447504176994
250,30 Yr,10 Yr,0.01754852633618967
250,30 Yr,20 Yr,0.016972298832877705
250,30 Yr,30 Yr,0.017079982571370573
251,1 Mo,1 Mo,0.005027757487861898
251,1 Mo,2 Mo,0.004137580842727544
251,1 Mo,3 Mo,0.004215394962931168
251,1 Mo,4 Mo,0.003896982301078005
251,1 Mo,6 Mo,0.004120462546927524
251,1 Mo,1 Yr,0.0033654550901453337
251,1 Mo,2 Yr,0.002326379082158105
251,1 Mo,3 Yr,0.0017615910779442562
251,1 Mo,5 Yr,0.001033641839153433
251,1 Mo,7 Yr,0.000717755667805406
251,1 Mo,10 Yr,0.0005309746532572189
251,1 Mo,20 Yr,0.000544933205121424
251,1 Mo,30 Yr,0.00019588072142338045
251,2 Mo,1 Mo,0.004137580842727543
251,2 Mo,2 Mo,0.0044964351765488745
251,2 Mo,3 Mo,0.0042643124007281175
251,2 Mo,4 Mo,0.004288749272136132
251,2 Mo,6 Mo,0.004476057301699064
251,2 Mo,1 Yr,0.0039788502051639795
251,2 Mo,2 Yr,0.003172260577908283
251,2 Mo,3 Yr,0.0025499966409115947
251,2 Mo,5 Yr,0.0017594470312159234
251,2 Mo,7 Yr,0.001419543662131857
251,2 Mo,10 Yr,0.0010981988830921442
251,2 Mo,20 Yr,0.0009370033795009047
251,2 Mo,30 Yr,0.0005675985653842951
251,3 Mo,1 Mo,0.004215394962931168
251,3 Mo,2 Mo,0.0042643124007281175
251,3 Mo,3 Mo,0.005053731897749391
251,3 Mo,4 Mo,0.004657375957187762
251,3 Mo,6 Mo,0.005290073528543423
251,3 Mo,1 Yr,0.005268503477792643
251,3 Mo,2 Yr,0.004589617568067629
251,3 Mo,3 Yr,0.0038547720990423904
251,3 Mo,5 Yr,0.0030053901419741388
251,3 Mo,7 Yr,0.002536741416400805
251,3 Mo,10 Yr,0.002105647946111574
251,3 Mo,20 Yr,0.0017907984784941839
251,3 Mo,30 Yr,0.0014397855944840528
251,4 Mo,1 Mo,0.0038969823010780048
251,4 Mo,2 Mo,0.004288749272136132
251,4 Mo,3 Mo,0.004657375957187762
251,4 Mo,4 Mo,0.0053495243877532605
251,4 Mo,6 Mo,0.005875453635099523
251,4 Mo,1 Yr,0.006270305277568172
251,4 Mo,2 Yr,0.005865367204055202
251,4 Mo,3 Yr,0.005280824941775035
251,4 Mo,5 Yr,0.00434266805916508
251,4 Mo,7 Yr,0.0038798341193810437
251,4 Mo,10 Yr,0.003302908420033781
251,4 Mo,20 Yr,0.0027689127951771295
251,4 Mo,30 Yr,0.002407040801411523
251,6 Mo,1 Mo,0.004120462546927523
251,6 Mo,2 Mo,0.004476057301699064
251,6 Mo,3 Mo,0.005290073528543424
251,6 Mo,4 Mo,0.005875453635099524
251,6 Mo,6 Mo,0.007500620938521145
251,6 Mo,1 Yr,0.00909109860856504
251,6 Mo,2 Yr,0.009301531757519356
251,6 Mo,3 Yr,0.00864530311294357
251,6 Mo,5 Yr,0.007410395109804437
251,6 Mo,7 Yr,0.006703355132388048
251,6 Mo,10 Yr,0.00577590026421514
251,6 Mo,20 Yr,0.004854073200848552
251,6 Mo,30 Yr,0.004386595394962295
251,1 Yr,1 Mo,0.0033654550901453333
251,1 Yr,2 Mo,0.0039788502051639795
251,1 Yr,3 Mo,0.005268503477792643
251,1 Yr,4 Mo,0.006270305277568173
251,1 Yr,6 Mo,0.00909109860856504
251,1 Yr,1 Yr,0.014872315296037143
251,1 Yr,2 Yr,0.01734676041959795
251,1 Yr,3 Yr,0.01704358297391208
251,1 Yr,5 Yr,0.015619963152444384
251,1 Yr,7 Yr,0.014582267314032726
251,1 Yr,10 Yr,0.01301949314436546
251,1 Yr,20 Yr,0.011378038873373039
251,1 Yr,30 Yr,0.010779513541657475
251,2 Yr,1 Mo,0.002326379082158105
251,2 Yr,2 Mo,0.003172260577908283
251,2 Yr,3 Mo,0.004589617568067629
251,2 Yr,4 Mo,0.005865367204055202
251,2 Yr,6 Mo,0.009301531757519356
251,2 Yr,1 Yr,0.017346760419597946
251,2 Yr,2 Yr,0.022259568556196492
251,2 Yr,3 Yr,0.0222391158117875
251,2 Yr,5 Yr,0.02101891827590742
251,2 Yr,7 Yr,0.0197568195545386
251,2 Yr,10 Yr,0.01779257620871099
251,2 Yr,20 Yr,0.01565536615864636
251,2 Yr,30 Yr,0.015014638174424125
251,3 Yr,1 Mo,0.001761591077944256
251,3 Yr,2 Mo,0.0025499966409115943
251,3 Yr,3 Mo,0.00385477209904239
251,3 Yr,4 Mo,0.005280824941775035
251,3 Yr,6 Mo,0.00864530311294357
251,3 Yr,1 Yr,0.01704358297391208
251,3 Yr,2 Yr,0.0222391158117875
251,3 Yr,3 Yr,0.023168497598942808
251,3 Yr,5 Yr,0.02226701187228315
251,3 Yr,7 Yr,0.02125704114736859
251,3 Yr,10 Yr,0.019458671501823045
251,3 Yr,20 Yr,0.017395834068744735
251,3 Yr,30 Yr,0.016885268468411322
251,5 Yr,1 Mo,0.001033641839153433
251,5 Yr,2 Mo,0.0017594470312159234
251,5 Yr,3 Mo,0.0030053901419741388
251,5 Yr,4 Mo,0.00434266805916508
251,5 Yr,6 Mo,0.007410395109804437
251,5 Yr,1 Yr,0.015619963152444384
251,5 Yr,2 Yr,0.02101891827590742
251,5 Yr,3 Yr,0.022267011872283155
251,5 Yr,5 Yr,0.022196206763662716
251,5 Yr,7 Yr,0.021455502794607378
251,5 Yr,10 Yr,0.019946235150833196
251,5 Yr,20 Yr,0.018201258627628933
251,5 Yr,30 Yr,0.01785031514749756
251,7 Yr,1 Mo,0.0007177556678054061
251,7 Yr,2 Mo,0.001419543662131857
251,7 Yr,3 Mo,0.002536741416400805
251,7 Yr,4 Mo,0.0038798341193810432
251,7 Yr,6 Mo,0.006703355132388047
251,7 Yr,1 Yr,0.014582267314032725
251,7 Yr,2 Yr,0.0197568195545386
251,7 Yr,3 Yr,0.02125704114736859
251,7 Yr,5 Yr,0.021455502794607378
251,7 Yr,7 Yr,0.021015135955390302
251,7 Yr,10 Yr,0.01970938919262287
251,7 Yr,20 Yr,0.01819401077185546
251,7 Yr,30 Yr,0.01793790167082201
251,10 Yr,1 Mo,0.0005309746532572192
251,10 Yr,2 Mo,0.0010981988830921444
251,10 Yr,3 Mo,0.002105647946111574
251,10 Yr,4 Mo,0.003302908420033781
251,10 Yr,6 Mo,0.005775900264215139
251,10 Yr,1 Yr,0.01301949314436546
251,10 Yr,2 Yr,0.01779257620871099
251,10 Yr,3 Yr,0.019458671501823045
251,10 Yr,5 Yr,0.019946235150833196
251,10 Yr,7 Yr,0.019709389192622873
251,10 Yr,10 Yr,0.018786129711221594
251,10 Yr,20 Yr,0.01760077811864885
251,10 Yr,30 Yr,0.017470607352124454
251,20 Yr,1 Mo,0.0005449332051214245
251,20 Yr,2 Mo,0.0009370033795009047
251,20 Yr,3 Mo,0.001790798478494184
251,20 Yr,4 Mo,0.0027689127951771295
251,20 Yr,6 Mo,0.004854073200848552
251,20 Yr,1 Yr,0.011378038873373039
251,20 Yr,2 Yr,0.01565536615864636
251,20 Yr,3 Yr,0.017395834068744735
251,20 Yr,5 Yr,0.018201258627628933
251,20 Yr,7 Yr,0.01819401077185546
251,20 Yr,10 Yr,0.017600778118648845
251,20 Yr,20 Yr,0.016956528763797933
251,20 Yr,30 Yr,0.016854662375659843
251,30 Yr,1 Mo,0.00019588072142338056
251,30 Yr,2 Mo,0.0005675985653842953
251,30 Yr,3 Mo,0.0014397855944840528
251,30 Yr,4 Mo,0.002407040801411523
251,30 Yr,6 Mo,0.004386595394962296
251,30 Yr,1 Yr,0.010779513541657475
251,30 Yr,2 Yr,0.015014638174424123
251,30 Yr,3 Yr,0.016885268468411326
251,30 Yr,5 Yr,0.01785031514749756
251,30 Yr,7 Yr,0.01793790167082201
251,30 Yr,10 Yr,0.017470607352124454
251,30 Yr,20 Yr,0.016854662375659843
251,30 Yr,30 Yr,0.016946349682169654
252,1 Mo,1 Mo,0.005052485010716229
252,1 Mo,2 Mo,0.004162774884267344
252,1 Mo,3 Mo,0.004234109953786731
252,1 Mo,4 Mo,0.0039073227658809875
252,1 Mo,6 Mo,0.004115861934726177
252,1 Mo,1 Yr,0.003340572538990043
252,1 Mo,2 Yr,0.002274751941689355
252,1 Mo,3 Yr,0.0016989432518209444
252,1 Mo,5 Yr,0.0009694953431999829
252,1 Mo,7 Yr,0.0006524300002586529
252,1 Mo,10 Yr,0.0004715536040220218
252,1 Mo,20 Yr,0.0004936777439975907
252,1 Mo,30 Yr,0.00014786516946808316
252,2 Mo,1 Mo,0.004162774884267345
252,2 Mo,2 Mo,0.004521637738169358
252,2 Mo,3 Mo,0.004282553571578551
252,2 Mo,4 Mo,0.00429808816982432
252,2 Mo,6 Mo,0.0044714519324773995
252,2 Mo,1 Yr,0.003953130027963818
252,2 Mo,2 Yr,0.003118902566987919
252,2 Mo,3 Yr,0.002487612942040927
252,2 Mo,5 Yr,0.0016984407841539302
252,2 Mo,7 Yr,0.001358944538433979
252,2 Mo,10 Yr,0.0010446790018512689
252,2 Mo,20 Yr,0.0008922263767194013
252,2 Mo,30 Yr,0.0005263393270084482
252,3 Mo,1 Mo,0.004234109953786732
252,3 Mo,2 Mo,0.004282553571578551
252,3 Mo,3 Mo,0.0050664315091555785
252,3 Mo,4 Mo,0.004663082333575321
252,3 Mo,6 Mo,0.0052867368895741585
252,3 Mo,1 Yr,0.005249018944174326
252,3 Mo,2 Yr,0.004549202925998069
252,3 Mo,3 Yr,0.003809918783033129
252,3 Mo,5 Yr,0.0029645474959318946
252,3 Mo,7 Yr,0.002497855735889092
252,3 Mo,10 Yr,0.002073114597675908
252,3 Mo,20 Yr,0.0017651949759032281
252,3 Mo,30 Yr,0.0014170181345614513
252,4 Mo,1 Mo,0.0039073227658809875
252,4 Mo,2 Mo,0.00429808816982432
252,4 Mo,3 Mo,0.00466308233357532
252,4 Mo,4 Mo,0.0053507808714220876
252,4 Mo,6 Mo,0.0058737400792391896
252,4 Mo,1 Yr,0.006258956138137541
252,4 Mo,2 Yr,0.005841837742224623
252,4 Mo,3 Yr,0.005258334127534051
252,4 Mo,5 Yr,0.004326996031233327
252,4 Mo,7 Yr,0.0038677925279357
252,4 Mo,10 Yr,0.0032960616060641232
252,4 Mo,20 Yr,0.002766565611563696
252,4 Mo,30 Yr,0.0024066040638365386
252,6 Mo,1 Mo,0.004115861934726178
252,6 Mo,2 Mo,0.0044714519324773995
252,6 Mo,3 Mo,0.0052867368895741585
252,6 Mo,4 Mo,0.005873740079239191
252,6 Mo,6 Mo,0.007501462474491533
252,6 Mo,1 Yr,0.009095792772002313
252,6 Mo,2 Yr,0.009311270121687282
252,6 Mo,3 Yr,0.008656704739326736
252,6 Mo,5 Yr,0.0074215651212199505
252,6 Mo,7 Yr,0.0067144618311212505
252,6 Mo,10 Yr,0.005785721533957603
252,6 Mo,20 Yr,0.004862300860882029
252,6 Mo,30 Yr,0.004394182172329023
252,1 Yr,1 Mo,0.0033405725389900427
252,1 Yr,2 Mo,0.003953130027963817
252,1 Yr,3 Mo,0.005249018944174325
252,1 Yr,4 Mo,0.006258956138137541
252,1 Yr,6 Mo,0.009095792772002311
252,1 Yr,1 Yr,0.014897063448239068
252,1 Yr,2 Yr,0.017398114276137792
252,1 Yr,3 Yr,0.017107764132939053
252,1 Yr,5 Yr,0.01568794318189388
252,1 Yr,7 Yr,0.014652702624200636
252,1 Yr,10 Yr,0.013084825422677892
252,1 Yr,20 Yr,0.011435488191077599
252,1 Yr,30 Yr,0.01083387358059761
252,2 Yr,1 Mo,0.002274751941689355
252,2 Yr,2 Mo,0.003118902566987919
252,2 Yr,3 Mo,0.004549202925998069
252,2 Yr,4 Mo,0.005841837742224624
252,2 Yr,6 Mo,0.009311270121687282
252,2 Yr,1 Yr,0.017398114276137792
252,2 Yr,2 Yr,0.022366130689950366
252,2 Yr,3 Yr,0.02237225912185592
252,2 Yr,5 Yr,0.021159899657693295
252,2 Yr,7 Yr,0.019902870892987815
252,2 Yr,10 Yr,0.017928023518715877
252,2 Yr,20 Yr,0.0157744512366006
252,2 Yr,30 Yr,0.015127310234945205
252,3 Yr,1 Mo,0.0016989432518209444
252,3 Yr,2 Mo,0.002487612942040927
252,3 Yr,3 Mo,0.0038099187830331286
252,3 Yr,4 Mo,0.005258334127534052
252,3 Yr,6 Mo,0.008656704739326736
252,3 Yr,1 Yr,0.017107764132939053
252,3 Yr,2 Yr,0.022372259121855916
252,3 Yr,3 Yr,0.02332273785229536
252,3 Yr,5 Yr,0.022416051737332392
252,3 Yr,7 Yr,0.021404085495811468
252,3 Yr,10 Yr,0.019587462660248134
252,3 Yr,20 Yr,0.017502626387600955
252,3 Yr,30 Yr,0.01698318100156552
252,5 Yr,1 Mo,0.0009694953431999829
252,5 Yr,2 Mo,0.0016984407841539302
